1564802822610869760,0.69844,-0.30381,0.00045,0.11434,0.73278,-0.10879,0.66191,
1564802823210619904,0.78535,-0.32672,-0.00457,0.11630,0.73274,-0.11109,0.66123,
1564802828608380160,0.88973,-0.49683,-0.00889,0.16183,0.72210,-0.15070,0.65549,
1564802829807889920,0.97546,-0.57463,-0.00993,0.17947,0.71574,-0.16753,0.65378,
1564802830607549952,1.02272,-0.66699,-0.00805,0.20093,0.71014,-0.18675,0.64842,
1564802831607140096,1.06726,-0.82078,0.00046,0.23699,0.69813,-0.22074,0.63853,
1564802832606729984,1.16005,-0.89410,-0.00278,0.23974,0.69910,-0.22219,0.63594,
1564802833806230016,1.39394,-0.80627,-0.01717,0.17276,0.71918,-0.16189,0.65324,
1564802834805819904,1.52957,-0.85913,-0.01982,0.16951,0.72050,-0.15898,0.65336,
1564802835805399808,1.64445,-0.91175,-0.02185,0.17093,0.72084,-0.16066,0.65219,
1564802836804989952,1.75652,-0.95443,-0.02289,0.16794,0.72198,-0.15849,0.65224,
1564802838004489984,1.90132,-1.01854,-0.02481,0.16584,0.72324,-0.15724,0.65169,
1564802839004080128,2.03403,-1.07595,-0.02623,0.16575,0.72383,-0.15691,0.65113,
1564802840003660032,2.13830,-1.12909,-0.02851,0.16654,0.72408,-0.15809,0.65038,
1564802841003249920,2.28027,-1.18553,-0.03244,0.16765,0.72446,-0.15836,0.64959,
1564802841802920192,2.38594,-1.23360,-0.03700,0.16609,0.72477,-0.15914,0.64946,
1564802842602590208,2.49267,-1.27389,-0.04165,0.16586,0.72487,-0.15789,0.64971,
1564802843402249984,2.60755,-1.31529,-0.04512,0.16268,0.72565,-0.15523,0.65029,
1564802844002010112,2.71289,-1.34647,-0.04785,0.16261,0.72558,-0.15395,0.65068,
1564802844601760000,2.82143,-1.37331,-0.05093,0.16138,0.72574,-0.15206,0.65126,
1564802845201509888,2.91759,-1.39742,-0.05343,0.15871,0.72627,-0.14917,0.65199,
1564802845801260032,3.02409,-1.43332,-0.05443,0.15729,0.72639,-0.14823,0.65241,
1564802846401009920,3.12502,-1.46621,-0.05627,0.15561,0.72636,-0.14744,0.65303,
1564802847000760064,3.21516,-1.50279,-0.05636,0.15792,0.72612,-0.14902,0.65238,
1564802847600519936,3.31075,-1.55139,-0.05575,0.16140,0.72544,-0.15189,0.65163,
1564802848200269824,3.40282,-1.58129,-0.05613,0.16077,0.72569,-0.15107,0.65169,
1564802848600100096,3.47929,-1.60964,-0.05753,0.16013,0.72594,-0.14982,0.65187,
1564802848999939840,3.55012,-1.63744,-0.05844,0.15995,0.72593,-0.14949,0.65199,
1564802849399770112,3.62518,-1.66675,-0.05923,0.15863,0.72611,-0.14861,0.65232,
1564802849799609856,3.69890,-1.68866,-0.05971,0.15619,0.72655,-0.14618,0.65296,
1564802850199440128,3.78222,-1.70680,-0.06038,0.15158,0.72726,-0.14166,0.65425,
1564802850599270144,3.85951,-1.72980,-0.06100,0.15004,0.72743,-0.13979,0.65482,
1564802850999109888,3.93009,-1.74747,-0.06159,0.14790,0.72745,-0.13771,0.65572,
1564802851398940160,4.00336,-1.77088,-0.06162,0.14782,0.72742,-0.13711,0.65590,
1564802851798779904,4.07301,-1.79458,-0.06165,0.14912,0.72727,-0.13751,0.65569,
1564802852398530048,4.15910,-1.82094,-0.06099,0.14844,0.72731,-0.13595,0.65613,
1564802852998279936,4.24605,-1.84875,-0.06063,0.14874,0.72723,-0.13571,0.65620,
1564802853598030080,4.32785,-1.87606,-0.05971,0.14825,0.72691,-0.13517,0.65677,
1564802854197779968,4.40862,-1.90144,-0.05848,0.14663,0.72703,-0.13351,0.65734,
1564802854797529856,4.48326,-1.92490,-0.05694,0.14644,0.72697,-0.13259,0.65764,
1564802855397289984,4.55260,-1.94952,-0.05558,0.14615,0.72689,-0.13269,0.65777,
1564802855997040128,4.62454,-1.97401,-0.05497,0.14559,0.72688,-0.13186,0.65807,
1564802856596790016,4.70529,-1.99620,-0.05570,0.14353,0.72691,-0.12965,0.65893,
1564802856996620032,4.77024,-2.01515,-0.05672,0.14173,0.72706,-0.12803,0.65947,
1564802857396460032,4.83877,-2.03644,-0.05725,0.14047,0.72719,-0.12699,0.65979,
1564802857996210176,4.93010,-2.06634,-0.05700,0.14024,0.72676,-0.12694,0.66033,
1564802858396039936,5.00161,-2.08941,-0.05745,0.14057,0.72642,-0.12690,0.66064,
1564802858795880192,5.06936,-2.11296,-0.05750,0.14192,0.72601,-0.12774,0.66064,
1564802859195709952,5.13213,-2.13525,-0.05776,0.14265,0.72569,-0.12856,0.66067,
1564802859595549952,5.20363,-2.15833,-0.05815,0.14274,0.72574,-0.12844,0.66063,
1564802859995379968,5.27806,-2.18318,-0.05823,0.14323,0.72599,-0.12826,0.66028,
1564802860595140096,5.36556,-2.21165,-0.05772,0.14327,0.72630,-0.12801,0.65999,
1564802861194889984,5.45775,-2.23853,-0.05925,0.14187,0.72705,-0.12656,0.65974,
1564802861794640128,5.54723,-2.26476,-0.06000,0.14141,0.72743,-0.12545,0.65963,
1564802862394390016,5.62403,-2.28724,-0.06032,0.14040,0.72775,-0.12467,0.65964,
1564802862994139904,5.70880,-2.31173,-0.06014,0.14017,0.72811,-0.12388,0.65944,
1564802863593890048,5.78706,-2.33575,-0.06046,0.13933,0.72859,-0.12345,0.65917,
1564802864393559808,5.89096,-2.36864,-0.06018,0.13891,0.72889,-0.12332,0.65895,
1564802865193229824,6.00403,-2.40691,-0.06071,0.13832,0.72912,-0.12339,0.65881,
1564802865992899840,6.11788,-2.44752,-0.06167,0.13791,0.72932,-0.12368,0.65862,
1564802866792570112,6.21771,-2.48376,-0.06144,0.13808,0.72903,-0.12414,0.65882,
1564802867592240128,6.32111,-2.52160,-0.06248,0.13849,0.72898,-0.12440,0.65874,
