1564828936983910144,0.00075,0.00018,-0.00173,0.49476,0.51706,-0.48184,0.50567,0.00204,0.00355,-0.00395,
1564828937183830016,0.00268,-0.00259,-0.00128,0.49432,0.51745,-0.48132,0.50618,0.00205,0.00284,-0.01017,
1564828937383749888,0.00579,-0.00408,0.00235,0.50172,0.51014,-0.48959,0.49832,0.00221,-0.00252,-0.00108,
1564828937583659776,0.00752,-0.00538,0.00338,0.50210,0.50981,-0.49001,0.49788,0.00361,-0.00395,-0.00054,
1564828937783580160,0.00864,-0.00632,0.00257,0.50156,0.51029,-0.48941,0.49851,0.00380,-0.00317,-0.00261,
1564828937983500032,0.01135,-0.00836,0.00768,0.50067,0.51123,-0.48786,0.49997,0.00450,-0.00071,0.00619,
1564828938183419904,0.01167,-0.00791,0.00338,0.50551,0.50652,-0.49304,0.49478,0.00539,-0.00256,-0.00138,
1564828938383330048,0.01272,-0.00881,0.00485,0.50546,0.50653,-0.49299,0.49488,0.00438,-0.00236,-0.00024,
1564828938583249920,0.01356,-0.00974,0.00565,0.50567,0.50632,-0.49318,0.49468,0.00401,-0.00248,0.00054,
1564828938783170048,0.01510,-0.00973,0.01168,0.50632,0.50554,-0.49367,0.49433,0.00291,0.00088,0.00666,
1564828938983089920,0.01542,-0.00921,0.00395,0.50776,0.50418,-0.49509,0.49282,0.00275,0.00154,-0.00047,
1564828939183010048,0.01375,-0.00811,0.00343,0.50830,0.50355,-0.49568,0.49231,0.00105,0.00416,0.00003,
1564828939382940160,0.01610,-0.00906,0.00551,0.50881,0.50307,-0.49612,0.49183,0.00165,0.00362,0.00127,
1564828939582840064,0.01881,-0.01334,0.01743,0.51580,0.49567,-0.50307,0.48495,0.00227,0.00297,0.00979,
1564828939782759936,0.01774,-0.00921,0.00666,0.51836,0.49306,-0.50559,0.48225,0.00116,0.00510,0.00142,
1564828939982680064,0.01809,-0.00908,0.00702,0.51860,0.49281,-0.50585,0.48198,0.00009,0.00537,0.00177,
1564828940182599936,0.01921,-0.01012,0.00808,0.51964,0.49172,-0.50688,0.48089,-0.00048,0.00502,0.00279,
1564828940382509824,0.02582,-0.01584,0.01965,0.53574,0.47391,-0.52276,0.46380,0.00098,0.00373,0.01071,
1564828940582429952,0.01988,-0.01051,0.00918,0.53651,0.47321,-0.52346,0.46285,-0.00111,0.00563,0.00312,
1564828940782350080,0.02111,-0.01184,0.00978,0.53513,0.47484,-0.52209,0.46431,-0.00177,0.00458,0.00323,
1564828940982269952,0.02304,-0.01291,0.01110,0.53331,0.47697,-0.52027,0.46627,-0.00221,0.00304,0.00406,
1564828941182179840,0.02952,-0.01761,0.01925,0.53801,0.47172,-0.52478,0.46112,0.00009,0.00059,0.00901,
1564828941382100224,0.02324,-0.01326,0.01226,0.53474,0.47553,-0.52155,0.46466,-0.00255,0.00196,0.00338,
1564828941582020096,0.02522,-0.01535,0.01327,0.53204,0.47861,-0.51884,0.46762,-0.00228,0.00065,0.00340,
1564828941781939968,0.02389,-0.01394,0.01213,0.53007,0.48087,-0.51686,0.46973,-0.00293,0.00109,0.00298,
1564828941981859840,0.03290,-0.02146,0.02202,0.53300,0.47762,-0.51964,0.46666,0.00092,-0.00178,0.00931,
1564828942181769984,0.02705,-0.01737,0.01471,0.53035,0.48049,-0.51717,0.46946,-0.00204,-0.00081,0.00447,
1564828942381690112,0.02773,-0.01700,0.01372,0.52862,0.48243,-0.51546,0.47129,-0.00053,-0.00053,0.00376,
1564828942581609984,0.02768,-0.01633,0.01319,0.52767,0.48347,-0.51457,0.47227,-0.00067,0.00004,0.00343,
1564828942781529856,0.03413,-0.02130,0.02045,0.53049,0.48040,-0.51724,0.46932,0.00172,-0.00074,0.00783,
1564828942981440000,0.03016,-0.01797,0.01535,0.52851,0.48254,-0.51539,0.47138,-0.00022,0.00002,0.00365,
1564828943181360128,0.02791,-0.01584,0.01333,0.52700,0.48418,-0.51393,0.47299,-0.00173,0.00060,0.00249,
1564828943381280000,0.02781,-0.01575,0.01364,0.52672,0.48448,-0.51367,0.47327,-0.00207,0.00059,0.00308,
1564828943581199872,0.03190,-0.01826,0.01963,0.52980,0.48109,-0.51665,0.47004,0.00060,0.00037,0.00658,
1564828943781120000,0.02763,-0.01509,0.01379,0.52833,0.48269,-0.51528,0.47156,-0.00068,0.00121,0.00191,
1564828943981029888,0.02598,-0.01339,0.01191,0.52811,0.48292,-0.51508,0.47178,-0.00127,0.00166,0.00103,
1564828944180950016,0.02537,-0.01278,0.01085,0.52813,0.48295,-0.51507,0.47174,-0.00148,0.00166,0.00046,
1564828944380870144,0.02664,-0.01433,0.01405,0.53210,0.47865,-0.51886,0.46749,0.00092,-0.00021,0.00410,
1564828944580790016,0.02567,-0.01298,0.01091,0.53027,0.48062,-0.51718,0.46940,-0.00015,0.00079,0.00053,
1564828944780699904,0.02592,-0.01359,0.01080,0.52891,0.48212,-0.51586,0.47086,0.00029,-0.00017,0.00059,
1564828944980620032,0.02604,-0.01361,0.01109,0.52815,0.48295,-0.51511,0.47167,0.00023,-0.00051,0.00055,
1564828945180540160,0.02640,-0.01389,0.01295,0.52835,0.48274,-0.51529,0.47147,0.00049,-0.00144,0.00215,
1564828945380460032,0.02581,-0.01326,0.01115,0.52783,0.48325,-0.51484,0.47201,-0.00009,-0.00102,-0.00011,
1564828945580379904,0.02600,-0.01374,0.01128,0.52782,0.48324,-0.51486,0.47202,-0.00018,-0.00180,0.00046,
1564828945780289792,0.02635,-0.01432,0.01160,0.52829,0.48272,-0.51532,0.47151,-0.00002,-0.00250,0.00089,
1564828945980210176,0.02669,-0.01486,0.01284,0.52947,0.48139,-0.51649,0.47028,0.00048,-0.00278,0.00254,
1564828946180130048,0.02612,-0.01406,0.01136,0.52954,0.48128,-0.51659,0.47022,-0.00052,-0.00122,0.00054,
1564828946380049920,0.02592,-0.01361,0.01104,0.52950,0.48130,-0.51654,0.47029,-0.00026,-0.00065,-0.00035,
